row_id,sentiment_text,ground_truth,subject_tag,final_text_style_c,bing_liu_sentiment,bing_liu_sentiment_score,bing_liu_sentiment_confidence
452,"How the #warInIran is fueled by 2 years of AI-assisted #genocideInGaza""Tools from #Anthropic and #OpenAI are being used by the Pentagon to make military decisions in #Iran, guiding decisions could cost lives. Fast, powerful, or flawed, how have #AI systems already changed how wars are fought?""https://omny.fm/shows/the-take/how-is-the-us-using-anthropics-claude-ai-in-iran#IranWar #warOnIran #militarizedAI #artificialIntelligence #ClaudeAI #régimeChangeWars #tech #colonialViolence",negative,General Conflict,fuelled year assist tool use pentagon make military decision guide decision could cost life fast powerful flawed system already change war fight,positive,0.3333333333333333,0.3333333333333333
453,"Israel decided in November to eliminate Iran’s Supreme Leader Ali Khamenei, Defence Minister Israel Katz revealed, as Israeli forces continue airstrikes across Tehran. https://english.mathrubhumi.com/news/world/israel-planned-killing-ali-khamenei-november-israel-katz-may3ldq9?utm_source=dlvr.it&amp;utm_medium=mastodon #Israel #LatestNews #IsraelIranWar #IranWar",negative,General Conflict,israel decide november eliminate iran supreme leader ali karen defence minister israel kate reveal israeli force continue airstrikes across tehran,positive,1.0,1.0
454,"@Jinjirrie ironically there was a protest here in Adelaide about the #iranwar and Australia’s involvement, somebody had to be there with a Palestine flag.They protest so much they don’t even know what they’re protesting for and it’s lost all meaning.",neutral,Protest/Activism,ironically protest adelaide australia involvement somebody palestine flag protest much do even know protest lose meaning,negative,-1.0,1.0
455,"War propaganda always tries to justify violence, but the destruction on the ground tells a different story. Cities burning, hospitals struggling to treat the wounded, and families mourning their dead.Many critics say Israel and the United States are responsible for escalating the current conflict in Iran and risking a regional war that could affect millions of people.The people of the Middle East deserve peace, not another generation growing up under the shadow of war.#IranWar #IranIsraelWar",negative,General Conflict,war propaganda always try justify violence destruction ground tell different story city burn hospital struggle treat wound family mourn dead critic say israel united state responsible escalate current conflict iran risk regional war could affect million people people middle east deserve peace another generation grow shadow war,negative,-0.8181818181818182,0.8181818181818182
456,"History will remember not just the political speeches about war, but also the lives lost and the cities destroyed.The current military campaign involving Israel and the United States in Iran has already caused heavy casualties and humanitarian concerns. �The Washington PostIf the world truly wants peace, then diplomacy and justice must replace the politics of endless war.#IranWar #IranIsraelWar #PeaceNow #HumanRights #StopTheWar",neutral,General Conflict,history remember political speech war also live lost city destroy current military campaign involve israel united state iran already cause heavy casualty humanitarian concern washington post world truly want peace diplomacy justice must replace politics endless war,negative,-0.6,0.6
457,"President Trump hints that #Cuba is next on the agenda following the military campaign in #Iran. With Havana under a total energy blockade and Rubio leading the charge, tensions are hitting a breaking point. https://english.mathrubhumi.com/news/world/us-policy-cuba-after-iran-campaign-dkxlv2ko?utm_source=dlvr.it&amp;utm_medium=mastodon #Cuba #Trump #MarcoRubio #IranWar #OperationEpicFury",negative,General Conflict,president trump hint next agenda follow military campaign havana total energy blockade rubin lead charge tension hit break point,neutral,0.0,1.0
458,#IRANWAR IS #LOST!’: #Geopolitical Expert Says #Trump CAUGHT in ‘SCALATION TRAP’ | Kyle Kulinski Show #SecularTalk #yt https://www.youtube.com/watch?v=db2GEM-N44o,neutral,General Conflict,expert say catch escalation trap kyle kolinsky show,negative,-1.0,1.0
459,"The images coming from Iran today are heartbreaking. Buildings destroyed, people trapped under rubble, and families forced to run from their homes.Many voices around the world accuse Israel and the United States of carrying out a military campaign that is causing immense suffering for civilians. Wars between governments should never destroy the lives of innocent people.If humanity wants a future of peace, it must reject wars that treat human lives as collateral damage.#IranWar #IranIsraelWar",negative,General Conflict,image come iran today heartbreaking building destroy people trap rubble family force run home many voice around world accuse israel united state carry military campaign cause immense suffer civilian war government never destroy life innocent people humanity want future peace must reject war treat human live collateral damage,negative,-0.2727272727272727,0.2727272727272727
460,AUKUS in the Crosshairs? 3 Aussies were on the sub that sank the IRIS Dena. https://english.mathrubhumi.com/news/world/albanese-confirms-australian-personnel-us-submarine-iranian-ship-sinking-iris-dena-ysvwuu51?utm_source=dlvr.it&amp;utm_medium=mastodon #AUKUS #AnthonyAlbanese #USNavy #IRISDena #IranWar,neutral,General Conflict,auks crosshair aussie sub sank iris dena,neutral,0.0,0.0
461,"Yikes on targeting of hotels. Imagine transiting through Dubai, stuck at the airport... into a hotel that gets hit.The Conversation: Iran’s targeting of airport, ports and hotels in reaction to US strikes has forced Gulf nations onto front lines of a war they want no part inhttps://theconversation.com/irans-targeting-of-airport-ports-and-hotels-in-reaction-to-us-strikes-has-forced-gulf-nations-onto-front-lines-of-a-war-they-want-no-part-in-277208#iranwar",negative,General Conflict,yikes target hotel imagine transit dubai stuck airport hotel get hit conversation iran target airport port hotel reaction u strike force gulf nation onto front line war want part,negative,-1.0,1.0
462,"Before breaking US Marine Brian McGinnis&#39;s arm and violating his 1st Amendment rights, here&#39;s U.S. Senator Tim Sheehy (R-Montana) during a December 2024 trip to Israel, shortly after his election. This has been described in various sources as his &quot;first official act&quot; as senator.#OperationEpsteinFury #IranWar #USIranWar #OIL #OpreationIranLiberation https://www.youtube.com/shorts/zMJ8gYDPOC0",neutral,General Conflict,break u marine brian main miss arm violate st amendment right heres u senator tim sheet montana december trip israel shortly election describe various source first official act senator,negative,-0.5,0.5
463,"&#39;Too Late!&#39; Trump says Iran is calling for a deal, but U.S. wants to &#39;fight more.&#39; https://english.mathrubhumi.com/news/world/trump-iran-negotiation-ultimatum-operation-epic-fury-day-6-updates-w0y7xkcf?utm_source=dlvr.it&amp;utm_medium=mastodon #Trump #IranWar #OperationEpicFury",negative,General Conflict,late trump say iran call deal u want fight,positive,1.0,1.0
464,What best captures your thoughts on the United States submarine torpedoing the Iranian Navy ship in international waters near Sri Lanka? #IranWar,neutral,General Conflict,best capture thought united state submarine top iranian navy ship international water near sri lanka,positive,1.0,1.0
465,RE: https://mastodon.social/@Neptune_p_g/116166066754650373#artofthedeal #IRANWAR,neutral,General Conflict,,neutral,0.0,0.0
466,"Strategic Standoff • The Iranian Anti Ship Missile threat to US Navy CarriersThe traditional naval battle in the Persian Gulf is over, and the results are clear: Iran’s conventional surface fleet has been decimated. .#trump #Military #Tech #USNavy #Future #Warfare #DefenseNews #weapons #navy #naval #innovation#science #news #IsraelIranConflict #IranWar #MiddleEastCrisis #OperationEpicFury https://www.youtube.com/watch?v=w2rTOjKTuxY",negative,Military Action,strategic standoff iranian anti ship missile threat u navy carrier traditional naval battle persian gulf result clear iran conventional surface fleet decimate,neutral,0.0,1.0
467,"Wall Street&#39;s major indexes tumbled as escalating U.S.-Iran conflict fears drove oil prices 8.5% higher, with the Dow plunging 1.61% in its steepest single-day decline since April 2025 amid concerns over potential Middle East war expansion and global economic impact#YonhapInfomax #DowJones #IranWar #OilPrices #MiddleEastConflict #MarketVolatility #Economics #FinancialMarkets #Banking #Securities #Bonds #StockMarket https://en.infomaxai.com/news/articleView.html?idxno=108386",negative,General Conflict,wall street major index tumble escalate u iran conflict fear drive oil price high dow plunge steep single day decline since april amid concern potential middle east war expansion global economic impact,negative,-1.0,1.0
